id,ime,datum_sprejema,datum_oddaje,spol,felvfiv,tip
874,Ronan,13/05/2020,06/07/2020,Moški,Negativen,muc
875,Taru,,28/05/2020,Moški,Negativen,muc
876,Soča,26/09/2018,13/05/2020,Ženski,Negativna,muc
877,"Škratjadruščina:Kili,Fili,DorainNora",21/04/2019,x,Dva samčka in dve samički,Negativna,muc
878,Davi,07/10/2019,13/05/2020,Moški,,muc
879,Nut,,11/05/2020,Ženski,Negativna,muc
880,Megi,,11/05/2020,,Negativna,muc
881,TigerBoyd,30/04/2020,x,Moški,,muc
882,Becki,,10/05/2020,Ženski,Negativna,muc
883,Desi,30/07/2019,08/05/2020,Ženski,,muc
884,Elin,24/04/2019,08/05/2020,Ženski,,muc
885,Terra,27/04/2019,26/04/2020,Ženski,Negativna,muc
886,Rio,,26/04/2020,Moški,Negativen,muc
887,Tiffany,05/06/2019,21/04/2020,Ženski,Negativna,muc
888,YasmininMellisa,10/07/2019,20/04/2020,Ženski,Negativni,muc
889,Beatrize,,,Ženski,,muc
890,Paloma,,20/04/2020,Ženski,Negativna,muc
891,Sia,01/10/2018,x,Ženski,,muc
892,AnninBam,,18/04/2020,Ženski,Negativni,muc
893,"MamaJessiinmularija(Emmi,JimmyinSamy)",,x,,Negativni,muc
894,Kass,,18/04/2020,Moški,Negativen,muc
895,Sabrina,,18/04/2020,Ženski,Negativna,muc
896,DudicaFly,08/08/2019,18/04/2020,Ženski,,muc
897,Maik,,06/03/2020,Moški,Negativen,muc
898,Fiorinainpaketpresenečenja,04/09/2019,x,Ženski,,muc
899,EnriqueIglesias,05/08/2019,x,Moški,,muc
900,Remi,24/04/2019,06/03/2020,,,muc
901,Arya,,06/03/2020,Ženski,Negativna,muc
902,Tinki,,29/02/2020,Moški,Negativen,muc
903,Roni,,29/01/2020,,Negativen,muc
904,Talita,,29/01/2020,Ženski,Negativna,muc
905,Pepito,,18/01/2020,Moški,Negativen,muc
906,Aida,,10/01/2020,Ženski,Negativna,muc
907,Skippy,11/07/2020,06/11/2020,Ženski,,pes
908,Luna,01/10/2020,06/11/2020,Ženski,,pes
909,Foxy,30/09/2020,06/11/2020,Ženski,,pes
910,Sky,01/10/2020,05/11/2020,Moški,,pes
911,Sunny,01/10/2020,04/11/2020,Moški,,pes
912,Kati,21/04/2020,,Ženski,,pes
913,Amala,31/07/2020,28/09/2020,Ženski,,pes
914,Ajda,31/07/2020,07/09/2020,Ženski,,pes
915,Hugo,12/07/2020,04/09/2020,Moški,,pes
916,Ink,31/07/2020,04/09/2020,Moški,,pes
917,Bigo,08/05/2020,x,Moški,,pes
918,Kapučin,27/12/2019,02/09/2020,Moški,,pes
919,Bert,12/07/2020,01/09/2020,Moški,,pes
920,AlanWattsHorjulski,28/04/2019,24/07/2020,Moški,,pes
921,Viki,21/04/2020,,Ženski,,pes
922,Dembe,09/04/2020,16/07/2020,Moški,,pes
923,SuzyQ,09/04/2020,05/07/2020,Ženski,,pes
924,"Fani,Kati,NežainViki",21/04/2020,,4 x ženski,,pes
925,Navabi,09/04/2020,28/05/2020,Ženski,,pes
926,CopatkaGabi,01/05/2020,21/05/2020,Ženski,,pes
927,Rika,05/09/2017,x,Ženski,,pes
928,Darcy,04/05/2020,15/05/2020,Moški,,pes
929,Aram,09/04/2020,06/05/2020,Moški,,pes
930,RobiHorjulski,,26/04/2020,Moški,,pes
931,NudlHorjulska,13/11/2019,18/04/2020,Ženski,,pes
932,Ronja,10/01/2020,18/04/2020,Ženski,,pes
933,NaughtyHorjulska,13/11/2019,18/04/2020,Ženski,,pes
934,Pippa,27/12/2019,26/02/2020,Ženski,,pes
935,JonaHorjulska,23/09/2019,16/02/2020,Ženski,,pes
936,NiftyHorjulski,13/11/2019,02/02/2020,Moški,,pes
937,Nayeli,01/10/2019,15/12/2020,Ženski,,muc
938,Yago,,26/10/2020,Moški,Negativen,muc
939,Oli,08/05/2020,19/10/2020,Moški,,muc
940,MamaPilar,16/07/2019,x,Ženski,Negativna,muc
941,Liam,06/05/2020,15/10/2020,Moški,Negativen,muc
942,"TinkerBell,SilverMist,IriDessainFawn",08/05/2020,x,4x ženski,,muc
943,Saki,23/05/2020,20/09/2020,Ženski,,muc
944,Edmund,19/04/2020,04/09/2020,Moški,Negativen,muc
945,Aiden,02/05/2020,02/09/2020,Moški,Negativen,muc
946,DudicaCleo,11/05/2020,02/09/2020,Ženski,,muc
947,"Bumble,BlinkyinBeeBeeinBryn",11/05/2020,x,"3x ženski, 1x moški",,muc
948,"Dea,DemiinDino",27/05/2020,x,2x ženski in 1x moški,,muc
949,Ronan,13/05/2020,06/07/2020,Moški,Negativen,muc
950,Taru,,28/05/2020,Moški,Negativen,muc
951,Soča,26/09/2018,13/05/2020,Ženski,Negativna,muc
952,"Škratjadruščina:Kili,Fili,DorainNora",21/04/2019,x,Dva samčka in dve samički,Negativna,muc
953,Davi,07/10/2019,13/05/2020,Moški,,muc
954,Nut,,11/05/2020,Ženski,Negativna,muc
955,Megi,,11/05/2020,,Negativna,muc
956,TigerBoyd,30/04/2020,x,Moški,,muc
957,Becki,,10/05/2020,Ženski,Negativna,muc
958,Desi,30/07/2019,08/05/2020,Ženski,,muc
959,Elin,24/04/2019,08/05/2020,Ženski,,muc
960,Terra,27/04/2019,26/04/2020,Ženski,Negativna,muc
961,Rio,,26/04/2020,Moški,Negativen,muc
962,Tiffany,05/06/2019,21/04/2020,Ženski,Negativna,muc
963,YasmininMellisa,10/07/2019,20/04/2020,Ženski,Negativni,muc
964,Beatrize,,,Ženski,,muc
965,Paloma,,20/04/2020,Ženski,Negativna,muc
966,Sia,01/10/2018,x,Ženski,,muc
967,AnninBam,,18/04/2020,Ženski,Negativni,muc
968,"MamaJessiinmularija(Emmi,JimmyinSamy)",,x,,Negativni,muc
969,Kass,,18/04/2020,Moški,Negativen,muc
970,Sabrina,,18/04/2020,Ženski,Negativna,muc
971,DudicaFly,08/08/2019,18/04/2020,Ženski,,muc
972,Maik,,06/03/2020,Moški,Negativen,muc
973,Fiorinainpaketpresenečenja,04/09/2019,x,Ženski,,muc
974,EnriqueIglesias,05/08/2019,x,Moški,,muc
975,Remi,24/04/2019,06/03/2020,,,muc
976,Arya,,06/03/2020,Ženski,Negativna,muc
977,Tinki,,29/02/2020,Moški,Negativen,muc
978,Roni,,29/01/2020,,Negativen,muc
979,Talita,,29/01/2020,Ženski,Negativna,muc
980,Pepito,,18/01/2020,Moški,Negativen,muc
981,Aida,,10/01/2020,Ženski,Negativna,muc
982,KikiHorjulska,,16/12/2019,Ženski,,pes
983,NoraHorjulska,13/11/2019,05/12/2019,Ženski,,pes
984,NachoHorjulski,13/11/2019,01/12/2019,Moški,,pes
985,NušaHorjulska,15/11/2019,30/11/2019,Ženski,,pes
986,JulietteHorjulska,,23/11/2019,Ženski,,pes
987,JernejHorjulski,04/07/2019,21/11/2019,Moški,,pes
988,JudieHorjulska,24/06/2019,15/11/2019,Ženski,,pes
989,JojoHorjulska,24/06/2019,14/11/2019,Ženski,,pes
990,BoškoHorjulski,12/01/2019,06/11/2019,Moški,,pes
991,JelicaHorjulska,20/06/2019,06/11/2019,Ženski,,pes
992,HanaHorjulska,04/06/2019,29/09/2019,Ženski,,pes
993,Justi,27/06/2019,13/09/2019,Ženski,,pes
994,JupiHorjulski,27/06/2019,02/09/2019,Moški,,pes
995,JaffaHorjulska,24/06/2019,29/08/2019,Ženski,,pes
996,JašaHorjulski,24/06/2019,26/08/2019,Moški,,pes
997,JoštHorjulski,24/06/2019,22/08/2019,Moški,,pes
998,GusarHorjulski,,21/08/2019,Moški,,pes
999,JuloHorjulski,24/06/2019,x,Moški,,pes
1000,JakecHorjulski,24/06/2019,21/08/2019,Moški,,pes
1001,JodieHorjulska,08/06/2019,21/08/2019,Ženski,,pes
1002,BongoHorjulski,10/07/2019,15/08/2019,Moški,,pes
1003,JanicaHorjulska,04/07/2019,06/08/2019,Ženski,,pes
1004,JeraHorjulska,27/06/2019,05/08/2019,Ženski,,pes
1005,JulkaHorjulska,27/06/2019,05/08/2019,Ženski,,pes
1006,FloHorjulska,,05/08/2019,Ženski,,pes
1007,AnnieLennoxHorjulska,04/04/2019,24/07/2019,Ženski,,pes
1008,FireflyHorjulska,23/02/2019,24/07/2019,Ženski,,pes
1009,FraggleRockHorjulska,23/02/2019,11/07/2019,Ženski,,pes
1010,JoshHorjulski,05/06/2019,11/07/2019,Moški,,pes
1011,Gusar,20/07/2018,17/05/2019,Ženski,,pes
1012,Maja,04/09/2018,17/05/2019,Ženski,,pes
1013,AlizeeHorjulska,04/04/2019,13/05/2019,Ženski,,pes
1014,FiestaHorjulska,22/02/2019,10/05/2019,Ženski,,pes
1015,FabiaHorjulska,22/02/2019,01/05/2019,Ženski,,pes
1016,FičoHorjulski,22/02/2019,29/04/2019,Moški,,pes
1017,FaithlessHorjulska,16/02/2019,04/04/2019,Ženski,,pes
1018,FloggingMollyHorjulska,22/02/2019,02/04/2019,Ženski,,pes
1019,FlyingLotusHorjulski,23/02/2019,31/03/2019,Moški,,pes
1020,JenniferJuniperHorjulska,22/01/2019,30/03/2019,Ženski,,pes
1021,FooFightersHorjulska,22/02/2019,30/03/2019,Ženski,,pes
1022,Oli,25/01/2019,29/03/2019,Moški,,pes
1023,JamesDeanHorjulski,22/01/2019,26/03/2019,Moški,,pes
1024,JuicyLucyHorjulska,29/01/2019,26/03/2019,Ženski,,pes
1025,FrankSinatraHorjulski,16/02/2019,26/03/2019,Moški,,pes
1026,Sviš,20/11/2018,x,Moški,,pes
1027,DaisyJaneHorjulska,21/12/2018,20/03/2019,Ženski,,pes
1028,JanisJoplinHorjulska,25/01/2019,12/03/2019,Ženski,,pes
1029,JackieChanHorjulski,22/01/2019,04/03/2019,Moški,,pes
1030,Vita,12/08/2018,,Ženski,,pes
1031,Benji,22/08/2018,21/02/2019,Moški,,pes
1032,Cofko,31/01/2019,20/02/2019,Moški,,pes
1033,FrankieGoesToHollywoodHorjulski,17/02/2019,x,Moški,,pes
1034,Trixie,04/03/2018,19/02/2019,Ženski,,pes
1035,JustLikeFireHorjulska,22/01/2019,17/02/2019,Ženski,,pes
1036,JamesBrownHorjulski,22/01/2019,15/02/2019,Moški,,pes
1037,Roška,17/07/2018,14/02/2019,Ženski,,pes
1038,JanieJonesHorjulska,22/01/2019,14/02/2019,Ženski,,pes
1039,NeverEndingStoryHorjulski,11/11/2018,10/02/2019,Moški,,pes
1040,Šila,24/10/2018,07/02/2019,Ženski,,pes
1041,NothingAsItSeemsHorjulski,04/11/2018,07/02/2019,Moški,,pes
1042,Pepe,19/10/2018,07/02/2019,Moški,,pes
1043,Rosco,15/09/2018,31/01/2019,Moški,,pes
1044,Runo,18/09/2017,x,Moški,,pes
1045,NeverGonnaGiveYouUpHorjulski,04/11/2018,29/01/2019,Moški,,pes
1046,NovemberRainHorjulska,04/11/2018,x,Ženski,,pes
1047,NothingElseMattersHorjulska,04/11/2018,25/01/2019,Ženski,,pes
1048,Jackie,11/12/2018,09/01/2019,Ženski,,pes
1049,NoOneKnowsMeHorjulski,04/11/2018,08/01/2019,Moški,,pes
1050,NothingComparesToYouHorjulski,04/11/2018,06/01/2019,Moški,,pes
1051,N2togetherNowHorjulski,04/11/2018,05/01/2019,Moški,,pes
1052,NoWomanNoCryHorjulski,11/11/2018,04/01/2019,Moški,,pes
1053,NeverTearUsApartHorjulski,04/11/2018,03/01/2019,Moški,,pes
1054,"Marcelino,Niki,Lindo,KayinArti",05/08/2019,x,5x moški,,muc
1055,Raissa,,16/12/2019,Ženski,Negativna,muc
1056,DudarKan,,16/12/2019,Moški,Negativen,muc
1057,Keti,23/10/2019,16/12/2019,Ženski,,muc
1058,Sandy,,15/12/2019,Ženski,Negativna,muc
1059,Edi,,25/11/2019,Moški,Negativen,muc
1060,Vivian,,13/11/2019,Ženski,,muc
1061,Ricco,27/04/2019,x,Moški,,muc
1062,Rosseta,27/04/2019,x,Ženski,Negativna,muc
1063,Viggo,27/04/2019,x,Moški,,muc
1064,Shadow,13/05/2015,05/11/2019,Ženski,Negativna,muc
1065,Che,15/07/2019,05/11/2019,Moški,Negativen,muc
1066,Zoe,10/06/2019,05/11/2019,Ženski,Negativna,muc
1067,Chica,,03/11/2019,Ženski,Negativna,muc
1068,Eli,,03/11/2019,Ženski,Negativna,muc
1069,Marti,,03/11/2019,Moški,Negativen,muc
1070,Zala,06/09/2018,03/11/2019,Ženski,Negativna,muc
1071,Boss,09/06/2019,03/11/2019,Moški,,muc
1072,Mani,24/06/2019,03/11/2019,Moški,Negativen,muc
1073,Žižek,04/07/2019,03/11/2019,Moški,,muc
1074,Freya,,03/11/2019,Ženski,Negativna,muc
1075,Laia,,03/11/2019,Ženski,Negativna,muc
1076,Diva,,03/11/2019,Ženski,,muc
1077,Elena,18/07/2019,02/10/2019,Ženski,,muc
1078,Alba,,02/10/2019,Ženski,,muc
1079,Miki,12/08/2019,02/10/2019,Moški,,muc
1080,Trixi,13/08/2019,02/10/2019,Ženski,,muc
1081,Luana(Lu)inLucas,02/08/2019,01/10/2019,Moški in ženski,Negativna,muc
1082,"Leonardo(Leo),Luiz,FilipeinXander",,x,4x moški,Negativni,muc
1083,Zara,16/08/2019,01/10/2019,Ženski,,muc
1084,Isabela,,26/08/2019,Ženski,Negativna,muc
1085,Amelie,24/04/2019,x,Ženski,,muc
1086,MaruHorjulski,27/02/2019,01/08/2019,Moški,FIV+,muc
1087,Bella,09/04/2018,01/05/2019,Ženski,Negativna,muc
1088,Dusty,04/10/2018,01/05/2019,Moški,FIV pozitiven,muc
1089,"Cindy,NixinPaco",13/09/2018,x,"1 ženski, 2 moška",Negativni,muc
1090,Honey,11/02/2016,28/03/2019,Ženski,Negativna,muc
1091,Kimbi,25/09/2018,25/03/2019,Ženski,Negativna,muc
1092,Aja,19/04/2018,22/03/2019,Ženski,Negativna,muc
1093,Nala,15/03/2018,21/03/2019,Ženski,Negativna,muc
1094,Ida,26/06/2018,21/03/2019,Ženski,Negativna,muc
1095,Puma,23/09/2018,21/03/2019,Ženski,,muc
1096,Yoga,19/04/2018,14/02/2019,Ženski,Negativna,muc
1097,Lucky,29/09/2018,14/02/2019,Moški,Negativen,muc
1098,Biba,15/06/2018,12/02/2019,Ženski,Negativna,muc
1099,Pepe,03/08/2018,11/02/2019,Moški,Negativen,muc
1100,Hyde,21/06/2018,11/02/2019,Moški,Negativen,muc
1101,Biscuit,12/05/2018,10/02/2019,Ženski,Negativna,muc
1102,Ivy,17/05/2018,10/02/2019,Ženski,Negativna,muc
1103,Tom,06/08/2018,10/02/2019,Moški,Negativen,muc
1104,Simba,24/09/2018,10/02/2019,Ženski,,muc
1105,Milainnjenitrijemladički,01/09/2018,x,"Ženski, mladiči pa ena samička in dva samčka","Mila FIV+, sivotigrasta samička neg.",muc
1106,Gus,31/07/2018,25/01/2019,Moški,Negativen,muc
1107,Matic,09/06/2018,18/01/2019,Moški,Negativen,muc
1108,3samičkein1samček,24/09/2018,x,,,muc
1109,Wiglyworm,02/10/2017,07/01/2019,Ženski,Negativna,muc
1110,Pipin,11/08/2018,07/01/2019,Moški,Negativen,muc
1111,Demi,24/09/2018,07/01/2019,Ženski,,muc
1112,Bowie,11/10/2017,,Moški,Negativen,muc
1113,KikiHorjulska,,16/12/2019,Ženski,,pes
1114,NoraHorjulska,13/11/2019,05/12/2019,Ženski,,pes
1115,NachoHorjulski,13/11/2019,01/12/2019,Moški,,pes
1116,NušaHorjulska,15/11/2019,30/11/2019,Ženski,,pes
1117,JulietteHorjulska,,23/11/2019,Ženski,,pes
1118,JernejHorjulski,04/07/2019,21/11/2019,Moški,,pes
1119,JudieHorjulska,24/06/2019,15/11/2019,Ženski,,pes
1120,JojoHorjulska,24/06/2019,14/11/2019,Ženski,,pes
1121,BoškoHorjulski,12/01/2019,06/11/2019,Moški,,pes
1122,JelicaHorjulska,20/06/2019,06/11/2019,Ženski,,pes
1123,HanaHorjulska,04/06/2019,29/09/2019,Ženski,,pes
1124,Justi,27/06/2019,13/09/2019,Ženski,,pes
1125,JupiHorjulski,27/06/2019,02/09/2019,Moški,,pes
1126,JaffaHorjulska,24/06/2019,29/08/2019,Ženski,,pes
1127,JašaHorjulski,24/06/2019,26/08/2019,Moški,,pes
1128,JoštHorjulski,24/06/2019,22/08/2019,Moški,,pes
1129,GusarHorjulski,,21/08/2019,Moški,,pes
1130,JuloHorjulski,24/06/2019,x,Moški,,pes
1131,JakecHorjulski,24/06/2019,21/08/2019,Moški,,pes
1132,JodieHorjulska,08/06/2019,21/08/2019,Ženski,,pes
1133,BongoHorjulski,10/07/2019,15/08/2019,Moški,,pes
1134,JanicaHorjulska,04/07/2019,06/08/2019,Ženski,,pes
1135,JeraHorjulska,27/06/2019,05/08/2019,Ženski,,pes
1136,JulkaHorjulska,27/06/2019,05/08/2019,Ženski,,pes
1137,FloHorjulska,,05/08/2019,Ženski,,pes
1138,AnnieLennoxHorjulska,04/04/2019,24/07/2019,Ženski,,pes
1139,FireflyHorjulska,23/02/2019,24/07/2019,Ženski,,pes
1140,FraggleRockHorjulska,23/02/2019,11/07/2019,Ženski,,pes
1141,JoshHorjulski,05/06/2019,11/07/2019,Moški,,pes
1142,Gusar,20/07/2018,17/05/2019,Ženski,,pes
1143,Maja,04/09/2018,17/05/2019,Ženski,,pes
1144,AlizeeHorjulska,04/04/2019,13/05/2019,Ženski,,pes
1145,FiestaHorjulska,22/02/2019,10/05/2019,Ženski,,pes
1146,FabiaHorjulska,22/02/2019,01/05/2019,Ženski,,pes
1147,FičoHorjulski,22/02/2019,29/04/2019,Moški,,pes
1148,FaithlessHorjulska,16/02/2019,04/04/2019,Ženski,,pes
1149,FloggingMollyHorjulska,22/02/2019,02/04/2019,Ženski,,pes
1150,FlyingLotusHorjulski,23/02/2019,31/03/2019,Moški,,pes
1151,JenniferJuniperHorjulska,22/01/2019,30/03/2019,Ženski,,pes
1152,FooFightersHorjulska,22/02/2019,30/03/2019,Ženski,,pes
1153,Oli,25/01/2019,29/03/2019,Moški,,pes
1154,JamesDeanHorjulski,22/01/2019,26/03/2019,Moški,,pes
1155,JuicyLucyHorjulska,29/01/2019,26/03/2019,Ženski,,pes
1156,FrankSinatraHorjulski,16/02/2019,26/03/2019,Moški,,pes
1157,Sviš,20/11/2018,x,Moški,,pes
1158,DaisyJaneHorjulska,21/12/2018,20/03/2019,Ženski,,pes
1159,JanisJoplinHorjulska,25/01/2019,12/03/2019,Ženski,,pes
1160,JackieChanHorjulski,22/01/2019,04/03/2019,Moški,,pes
1161,Vita,12/08/2018,,Ženski,,pes
1162,Benji,22/08/2018,21/02/2019,Moški,,pes
1163,Cofko,31/01/2019,20/02/2019,Moški,,pes
1164,FrankieGoesToHollywoodHorjulski,17/02/2019,x,Moški,,pes
1165,Trixie,04/03/2018,19/02/2019,Ženski,,pes
1166,JustLikeFireHorjulska,22/01/2019,17/02/2019,Ženski,,pes
1167,JamesBrownHorjulski,22/01/2019,15/02/2019,Moški,,pes
1168,Roška,17/07/2018,14/02/2019,Ženski,,pes
1169,JanieJonesHorjulska,22/01/2019,14/02/2019,Ženski,,pes
1170,NeverEndingStoryHorjulski,11/11/2018,10/02/2019,Moški,,pes
1171,Šila,24/10/2018,07/02/2019,Ženski,,pes
1172,NothingAsItSeemsHorjulski,04/11/2018,07/02/2019,Moški,,pes
1173,Pepe,19/10/2018,07/02/2019,Moški,,pes
1174,Rosco,15/09/2018,31/01/2019,Moški,,pes
1175,Runo,18/09/2017,x,Moški,,pes
1176,NeverGonnaGiveYouUpHorjulski,04/11/2018,29/01/2019,Moški,,pes
1177,NovemberRainHorjulska,04/11/2018,x,Ženski,,pes
1178,NothingElseMattersHorjulska,04/11/2018,25/01/2019,Ženski,,pes
1179,Jackie,11/12/2018,09/01/2019,Ženski,,pes
1180,NoOneKnowsMeHorjulski,04/11/2018,08/01/2019,Moški,,pes
1181,NothingComparesToYouHorjulski,04/11/2018,06/01/2019,Moški,,pes
1182,N2togetherNowHorjulski,04/11/2018,05/01/2019,Moški,,pes
1183,NoWomanNoCryHorjulski,11/11/2018,04/01/2019,Moški,,pes
1184,NeverTearUsApartHorjulski,04/11/2018,03/01/2019,Moški,,pes
1185,"Marcelino,Niki,Lindo,KayinArti",05/08/2019,x,5x moški,,muc
1186,Raissa,,16/12/2019,Ženski,Negativna,muc
1187,DudarKan,,16/12/2019,Moški,Negativen,muc
1188,Keti,23/10/2019,16/12/2019,Ženski,,muc
1189,Sandy,,15/12/2019,Ženski,Negativna,muc
1190,Edi,,25/11/2019,Moški,Negativen,muc
1191,Vivian,,13/11/2019,Ženski,,muc
1192,Ricco,27/04/2019,x,Moški,,muc
1193,Rosseta,27/04/2019,x,Ženski,Negativna,muc
1194,Viggo,27/04/2019,x,Moški,,muc
1195,Shadow,13/05/2015,05/11/2019,Ženski,Negativna,muc
1196,Che,15/07/2019,05/11/2019,Moški,Negativen,muc
1197,Zoe,10/06/2019,05/11/2019,Ženski,Negativna,muc
1198,Chica,,03/11/2019,Ženski,Negativna,muc
1199,Eli,,03/11/2019,Ženski,Negativna,muc
1200,Marti,,03/11/2019,Moški,Negativen,muc
1201,Zala,06/09/2018,03/11/2019,Ženski,Negativna,muc
1202,Boss,09/06/2019,03/11/2019,Moški,,muc
1203,Mani,24/06/2019,03/11/2019,Moški,Negativen,muc
1204,Žižek,04/07/2019,03/11/2019,Moški,,muc
1205,Freya,,03/11/2019,Ženski,Negativna,muc
1206,Laia,,03/11/2019,Ženski,Negativna,muc
1207,Diva,,03/11/2019,Ženski,,muc
1208,Elena,18/07/2019,02/10/2019,Ženski,,muc
1209,Alba,,02/10/2019,Ženski,,muc
1210,Miki,12/08/2019,02/10/2019,Moški,,muc
1211,Trixi,13/08/2019,02/10/2019,Ženski,,muc
1212,Luana(Lu)inLucas,02/08/2019,01/10/2019,Moški in ženski,Negativna,muc
1213,"Leonardo(Leo),Luiz,FilipeinXander",,x,4x moški,Negativni,muc
1214,Zara,16/08/2019,01/10/2019,Ženski,,muc
1215,Isabela,,26/08/2019,Ženski,Negativna,muc
1216,Amelie,24/04/2019,x,Ženski,,muc
1217,MaruHorjulski,27/02/2019,01/08/2019,Moški,FIV+,muc
1218,Bella,09/04/2018,01/05/2019,Ženski,Negativna,muc
1219,Dusty,04/10/2018,01/05/2019,Moški,FIV pozitiven,muc
1220,"Cindy,NixinPaco",13/09/2018,x,"1 ženski, 2 moška",Negativni,muc
1221,Honey,11/02/2016,28/03/2019,Ženski,Negativna,muc
1222,Kimbi,25/09/2018,25/03/2019,Ženski,Negativna,muc
1223,Aja,19/04/2018,22/03/2019,Ženski,Negativna,muc
1224,Nala,15/03/2018,21/03/2019,Ženski,Negativna,muc
1225,Ida,26/06/2018,21/03/2019,Ženski,Negativna,muc
1226,Puma,23/09/2018,21/03/2019,Ženski,,muc
1227,Yoga,19/04/2018,14/02/2019,Ženski,Negativna,muc
1228,Lucky,29/09/2018,14/02/2019,Moški,Negativen,muc
1229,Biba,15/06/2018,12/02/2019,Ženski,Negativna,muc
1230,Pepe,03/08/2018,11/02/2019,Moški,Negativen,muc
1231,Hyde,21/06/2018,11/02/2019,Moški,Negativen,muc
1232,Biscuit,12/05/2018,10/02/2019,Ženski,Negativna,muc
1233,Ivy,17/05/2018,10/02/2019,Ženski,Negativna,muc
1234,Tom,06/08/2018,10/02/2019,Moški,Negativen,muc
1235,Simba,24/09/2018,10/02/2019,Ženski,,muc
1236,Milainnjenitrijemladički,01/09/2018,x,"Ženski, mladiči pa ena samička in dva samčka","Mila FIV+, sivotigrasta samička neg.",muc
1237,Gus,31/07/2018,25/01/2019,Moški,Negativen,muc
1238,Matic,09/06/2018,18/01/2019,Moški,Negativen,muc
1239,3samičkein1samček,24/09/2018,x,,,muc
1240,Wiglyworm,02/10/2017,07/01/2019,Ženski,Negativna,muc
1241,Pipin,11/08/2018,07/01/2019,Moški,Negativen,muc
1242,Demi,24/09/2018,07/01/2019,Ženski,,muc
1243,Bowie,11/10/2017,,Moški,Negativen,muc
1244,Gil,,x,Moški,,pes
1245,Fonzi,26/08/2018,03/12/2018,Moški,,pes
1246,NewKidInTownHorjulski,11/11/2018,27/11/2018,Moški,,pes
1247,Spoty,05/05/2018,26/11/2018,Moški,,pes
1248,Hobbs,21/03/2018,26/11/2018,Moški,,pes
1249,Toya,26/02/2018,26/11/2018,Ženski,,pes
1250,NightsInWhiteSatinHorjulski,11/11/2018,24/11/2018,Moški,,pes
1251,Filip,22/08/2018,18/11/2018,Moški,,pes
1252,Vili,21/07/2018,17/11/2018,Moški,,pes
1253,Tinker,16/10/2018,17/11/2018,Ženski,,pes
1254,Mišo,14/10/2017,x,Moški,,pes
1255,Jerry,24/06/2018,x,Moški,,pes
1256,Bono,13/10/2018,01/11/2018,Moški,,pes
1257,Šar,16/08/2018,17/10/2018,Moški,,pes
1258,Jaime,23/04/2016,11/10/2018,Moški,,pes
1259,Rumi,03/09/2018,11/10/2018,Ženski,,pes
1260,Primzi,21/09/2018,10/10/2018,Moški,,pes
1261,Grom,17/07/2018,03/10/2018,Moški,,pes
1262,Dart,22/03/2017,02/10/2018,Moški,,pes
1263,Oskar,12/08/2018,02/10/2018,Moški,,pes
1264,Naja,10/09/2018,24/09/2018,Ženski,,pes
1265,Lira,26/07/2018,17/09/2018,Ženski,,pes
1266,Jerca,22/08/2018,14/09/2018,Ženski,,pes
1267,Jurko,17/07/2018,02/09/2018,Moški,,pes
1268,Pupa,05/06/2018,28/08/2018,Ženski,,pes
1269,Megi,16/03/2018,03/08/2018,Ženski,,pes
1270,Pikaču,26/03/2018,02/08/2018,Moški,,pes
1271,Emica,17/04/2018,30/07/2018,Ženski,,pes
1272,Sally,22/01/2018,30/07/2018,Ženski,,pes
1273,Lord,15/06/2016,x,Moški,,pes
1274,Pongo,01/05/2018,11/07/2018,Moški,,pes
1275,Mihi,26/03/2018,11/07/2018,Moški,,pes
1276,Kaja,21/03/2018,05/07/2018,Ženski,,pes
1277,Hella,19/03/2018,28/06/2018,Ženski,,pes
1278,Blaž,26/03/2018,28/06/2018,Moški,,pes
1279,Pirh,02/04/2018,27/06/2018,Moški,,pes
1280,Ika,13/04/2018,26/06/2018,Ženski,,pes
1281,Anneke,26/03/2018,08/06/2018,Ženski,,pes
1282,Harry,22/01/2018,02/06/2018,Moški,,pes
1283,Murn,04/04/2018,31/05/2018,Moški,,pes
1284,Dizl,05/01/2018,29/05/2018,Moški,,pes
1285,Pepper,26/04/2018,29/05/2018,Moški,,pes
1286,Pluto,26/04/2018,24/05/2018,Moški,,pes
1287,Mark,02/10/2017,22/04/2018,Moški,,pes
1288,Daša,06/03/2018,16/04/2018,Ženski,,pes
1289,Suti,30/03/2018,13/04/2018,Ženski,,pes
1290,Bee,15/02/2018,20/03/2018,Ženski,,pes
1291,Baja,15/02/2018,18/03/2018,Ženski,,pes
1292,Iskra,01/10/2017,15/03/2018,Ženski,,pes
1293,Bižu,15/02/2018,15/03/2018,Ženski,,pes
1294,Rasta,26/02/2018,12/03/2018,Moški,,pes
1295,Luna,,11/03/2018,Ženski,,pes
